,desc,desc,desc,desc,desc,MH,MH,MH,MH,MH,MH,MH,EQ,EQ,EQ,EQ,EQ,EQ,EQ,FU,FU,FU,FU,FU,FU,FU,PU,PU,PU,PU,PU,PU,PU,CF,CF,CF,CF,CF,CF,CF,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc
,full_name,wbinc,GDP,length,infra_value,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100
NFK,Norfolk Island,HIC,0.0,114.12046095083404,20988348.491811715,56.89693609336111,57.951770384399595,61.78042818150227,65.29654248496392,67.44527900374605,70.41397605947412,76.30206951631942,0.0,0.0,0.0,0.0,0.0,0.0386018028433681,0.06650475391925331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.89693609336111,57.951770384399595,61.78042818150227,65.29654248496392,67.44527900374605,70.37537425663075,76.23556476240017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,Nigeria,LMC,568000000000.0,779543.003336001,831827920282.349,56851840.74886481,78650964.69175927,95958342.78484333,104615063.8804916,127055576.31512833,193909635.28837755,322300202.87914443,14091.502089089061,35208.22807324466,57971.40024906307,64824.77381148036,87631.19349152209,175355.80424908226,323227.61965229135,29713256.65758654,43244920.757825464,54050166.073175795,59517343.54795062,73493907.75699623,115131173.22424364,195984407.09904706,27098461.388600007,35344717.727041945,41823772.35976712,45006173.34631337,53447138.381757095,78575966.22636403,125964946.02564965,26031.200589175925,26117.978818607007,26432.951651356896,26722.212416127197,26898.982883486824,27140.03352079541,27622.134795412578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIC,Nicaragua,LMC,13814261536.0,31344.751675043313,12578811251.722061,10766447.052625297,16072691.921613056,21935841.15236227,24321967.14347623,29033439.594034374,43414468.627106644,70857154.33983739,2239751.8513522833,4717639.07183238,7045444.727917857,8255561.727851068,10522192.060587963,16409810.091657663,26541159.781474307,902282.2838220381,1147034.3807111743,1447390.2228413625,1544250.5032951091,1753858.7071316675,2506740.8833034895,3993203.6457086476,7463510.390271585,10000818.168702899,13189989.477576768,14240884.096585909,16445673.081664927,24069675.8098414,39695829.02411576,155630.5318807122,189888.2371577771,231928.74283157074,245478.0036968982,274811.7775590674,375521.8893173062,574241.9355518995,5271.995298678075,17312.063208826614,21087.9811947123,35792.81204724297,36903.96709074653,52719.95298678079,52719.95298678079
NLD,Netherlands,HIC,936000000000.0,178294.72017776684,490221882959.4031,10784400.678957516,22433867.078229122,30448692.741628557,36170057.01082277,44284107.97953449,64016378.24366005,123427997.39903966,400852.5788264996,813945.1791172767,1300270.7755592903,1588975.8853646123,1938908.4025049359,3154836.4589989753,5791750.406852076,267075.7107089784,855287.4874711123,1309146.9760502377,1776853.5270665442,2352905.3662950546,4967830.413396121,11414359.430398608,601090.3610179685,1200929.0860000115,2275243.2422283147,2873382.3578421203,3673492.873349274,5464946.584789507,8771767.32806108,9515382.02840407,19563705.325640723,25564031.747790717,29930845.240549497,36318801.33738523,50428764.78647544,97450120.23372789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,Norway,HIC,524000000000.0,206849.9041013321,333614277591.5054,773696.9099488814,1854561.2823616466,3413932.5836438704,4251914.380639122,5697548.412554799,8987947.918476451,15612141.015979292,4396.163687973851,11142.985635237077,19041.80323337392,22972.85085889443,29986.49586772479,68517.44228432573,157308.57242843183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769300.7462609075,1843418.2967264096,3394890.7804104965,4228941.529780228,5667561.916687074,8919430.476192126,15454832.44355086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPL,Nepal,LIC,24472013234.0,96205.53591966986,25660438740.624973,6070915.420999372,9452647.263747863,13450581.093005516,16337268.982865013,19836911.10129903,30713387.072139762,51671293.12799242,1195448.4925178173,2437534.8602566505,4030299.0951307113,4820254.7114106035,5707587.212694392,10035251.901599618,17349902.908605035,1658968.1516663332,2475051.992441233,3363964.2902661213,4114916.2053794684,5080141.09533905,7658662.694398935,12927482.000155628,3216498.7768152216,4540060.411049982,6056317.707608682,7402098.066074942,9049182.793265589,13019472.47614121,21393908.21923176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRU,Nauru,UMC,117020381.9,445.78058241168196,90455640.81256086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,New Zealand,HIC,206000000000.0,121306.46982865289,317261298582.59796,11672245.566688517,23308110.491119165,38001691.711939365,45788027.78012296,55676484.634419195,88396018.28960307,148609100.38907012,9342559.187353194,18218751.985314425,28599969.8732768,34131470.21405619,40581242.76941873,65011663.36645314,109531115.4824445,756803.2866360276,1813125.2940339744,3309740.9979152307,3982927.8396245334,5269540.420080737,8495356.673760384,14705422.572342308,1455917.8563098984,2976596.2231215755,5589248.756987369,7024016.200050397,9006347.028052263,13608101.606019165,22321260.761567302,96798.4626660303,227471.87695610072,419886.8285376127,508673.7932654591,674363.1193376321,1071145.5111384047,1820591.6977638793,20166.773723366405,72165.11169308981,82845.25522235085,140939.73312638074,144991.2975298301,209751.13223197142,230709.87495213366
OMN,Oman,HIC,81076723017.0,52138.46927130748,57771755449.39782,488618.35316549335,1068006.0457766943,1990117.211048706,2486950.7560266885,3243628.838176723,4973099.405101506,8377183.162821865,0.09900930238346245,165.66644866238764,804.095092737464,1167.3768384426528,1764.4901328263586,15856.052961253778,37824.946418943706,125696.9438028489,286182.99422120175,528902.6677230387,647162.9442593995,848770.915472304,1319314.3341848438,2227501.797227275,293091.4098009399,631791.8022304425,1179359.2109857593,1473133.7192569508,1912449.6613285732,2920256.4899638854,4911338.181470314,69816.228830419,149819.38701332416,280996.5503592379,365392.9314115565,480548.0691891378,717535.8107716913,1200381.5204854994,13.671721983113432,46.19586306337264,54.68688793245373,93.78426033903962,95.70205388179403,136.71721983113434,136.71721983113434
PAK,Pakistan,LMC,305000000000.0,213161.14301855364,1972834097852.6448,20711010.015958127,55106558.960704245,83617485.90747663,99423081.20551898,130193803.70795007,237858534.66145915,424664193.78727436,8559352.974379307,23102369.057341095,36765631.67371005,42775775.982228,54099949.17673614,102157771.99732324,179362543.32985687,9725481.174462542,26209717.177073814,38595288.4652533,46712557.72110442,62848282.164783664,112476394.06724052,203674006.0708651,2236056.8073410904,5355444.125958508,7624793.294227304,9159842.874668768,12217587.506863844,21470898.317208126,38530907.143925495,189689.3491402552,437506.40231515974,630053.1384227456,771945.0233350141,1024976.0190650587,1749171.3425595486,3092433.5586304218,429.71063492732816,1522.1980156677992,1719.3358632507623,2959.6041827836802,3008.840501375176,4298.93712774933,4303.683996492613
PAN,Panama,HIC,61838175800.0,24745.948739744148,14473736772.307667,4381194.611468668,8351678.809180713,12662509.785400365,14911013.546247756,18237309.84166182,28755796.841398742,48154541.41713761,3005572.8999832026,6299926.112967301,9651269.036415357,11468133.861591395,14102368.231305733,22546221.316732682,37628960.056334406,114139.46329779227,193289.32342997342,298806.66865651717,340683.3027503578,416050.2390494219,656971.4769824484,1137397.3809821995,1228428.027986363,1814814.25895972,2652987.4375601225,3033128.545281275,3638691.9970612656,5444194.666708027,9222840.886037944,32794.266616618654,42732.67578027973,58394.922927247804,67256.8705213505,78358.79838175839,105765.66248660561,162584.81790480635,259.95358469277426,916.4380434391132,1051.7198411205238,1810.966103379507,1840.5758636406374,2643.7184889800587,2758.2758782534315
PER,Peru,UMC,211000000000.0,245198.45519871725,232936839455.2081,37805379.29505214,58227112.15442813,82135390.98407273,91193354.02703112,109463433.8958005,168516170.24728072,285634671.79538614,4504901.758366193,9513221.150354512,14224552.382590974,16651020.795954613,21246284.093035217,33606869.22317035,55801865.805171534,8845679.701856723,12753051.120314082,17654241.122050792,19382965.815160956,22883070.193359587,34672657.39265802,59310582.509215064,24389038.118356027,35891972.16522371,50183915.67068415,55085456.36164934,65257507.27269424,100150934.45289636,170418485.59011188,65759.71647319604,68867.71853582881,72681.80874682001,73911.05426621504,76572.33671146574,85709.17855598172,103737.89088765928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHL,Philippines,LMC,314000000000.0,251606.08399513422,129952365738.3331,150722744.9578361,252387262.34299085,368016796.39206225,409615566.44658107,499353175.6241499,806680074.155227,1354318038.6229937,51860448.677207604,107230097.96535526,181123969.70349777,212062613.06888658,252941333.59429565,418332142.06460834,696386648.3394175,10696268.830231989,16034070.515183335,20815492.908908363,22010452.88899039,27658819.364332225,43747365.8127447,73949274.48704359,75953601.23515889,106956618.21976982,134570145.98226464,141161091.26818237,173626325.13893104,268365230.54644373,446546011.404989,11619358.906133493,21003412.459405977,29415005.051067,31557632.350457545,41578950.2182828,69775599.33915529,122585641.87203097,593067.3091041124,1163063.1832764337,2092182.7463245033,2823776.870064228,3547747.3083081935,6459736.392274876,14850462.519512571
PLW,Palau,HIC,302699800.0,510.930116847002,65527099.5527379,1559.7568541372323,1857.0929270181937,2338.1602524812583,2826.7077307212035,3603.942355193841,4755.942019887961,7820.797475801843,0.0,0.0,0.0,0.0,0.0,33.48306977635168,65.37032943986213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1559.7568541372323,1857.0929270181937,2338.1602524812583,2826.7077307212035,3603.942355193841,4722.458950111609,7755.427146361981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNG,Papua New Guinea,LMC,23060047128.0,24894.138721060473,13132345075.039078,14654837.7947755,26311273.801634766,40411764.51789264,46136827.140785895,58261838.17027284,96954424.75695121,171411032.86172858,3660565.4759716066,7731076.849679052,14344753.666905828,17289445.909485463,20409555.935545333,35629700.75302794,63277043.75341919,1324435.2577434038,2327081.62919825,3296662.1465899358,3611934.298794284,4724953.977868343,7790783.635032335,13745192.029316138,9560283.927431058,16077048.86307035,22535339.27708221,24982543.259660605,32809027.229018748,53023269.618210204,93530736.75971475,108426.12163852101,172175.4271236562,230501.37935102143,245095.21974556797,310411.9439040442,499400.6307716379,846790.1993693882,1127.0119909107993,3891.032563458033,4508.047963643197,7808.453099972039,7889.083936375597,11270.11990910799,11270.11990910799
POL,Poland,HIC,545000000000.0,531925.0121426648,5498486845849.618,4878220.044104138,9354194.798898283,17751635.326382317,22718977.550895035,28842195.873848896,43597238.87572129,71422961.56063412,525137.6772038275,1022728.9408801069,1772503.9818273522,2129728.672540362,2570718.4006031854,4245301.977642716,8690349.728067828,1772383.4822026943,3582695.611225186,6795676.975796646,8592306.621481538,11091892.730286647,17141380.847815588,28005085.306685526,2378265.333583683,4346302.477242496,8413916.7849726,10996693.978865258,13889226.16297821,20210472.423574645,31464816.931025308,202433.55111393303,402467.7695504941,769537.5837857173,1000248.278007875,1290358.5799808546,2000083.6266883442,3262709.5948554506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRI,Puerto Rico,HIC,105000000000.0,40275.731536453895,26916042121.197388,1175798.2490200608,2213450.1695386935,4096773.0914338203,5415552.235825652,6808140.98227776,10147230.219995162,17259985.089439962,223847.82899139222,474570.6227852103,759368.5325880321,926490.0939504858,1141351.5261423688,2006630.3669451005,3530582.418208142,74121.386785742,141177.67083184142,271000.68527555943,354254.6723903598,449797.7773915982,654813.4138555819,1059541.6561138215,817174.0117192183,1476828.440716316,2859315.3691429333,3830236.733613839,4851866.1601896575,6910780.04987404,11262946.40798912,50536.784025741086,84804.05491569971,166600.33803848163,234747.33937340416,294271.14283817384,394606.1669385688,601912.5888922898,10118.237497967151,36069.38028962576,40488.16638881373,69823.39649756339,70854.37571596268,180400.22238186916,805002.0182365892
PRK,North Korea,LIC,28500000000.0,74642.64779700486,192248699452.37985,15912294.752456946,20848715.114173654,25764181.196051136,27608118.87509179,32669838.906475093,49191056.20943474,79871174.88877933,4261.6320898867925,8502.691980153788,24895.303629682552,30732.430634778706,39403.229072333044,70446.63890606632,390756.85642011656,1525475.538642029,2054928.928045562,2626619.136718637,2780159.423318772,3297222.917368868,5047740.809628803,8230071.621518088,11932052.564198283,15056622.127314493,18386649.610948958,19225396.000543654,22456642.125899144,33124880.393259306,52674339.92112303,2365748.984826792,3440478.9594734726,4368253.164338214,4983194.661704185,6250379.558131736,10030882.37651119,17478581.50117426,84756.03269995481,288182.40735997126,357763.9804156411,588636.3588904,626191.076003016,917105.9911293762,1097424.98854384
PRT,Portugal,HIC,262000000000.0,189521.55572626475,298017714796.0199,1355473.0977221623,2924582.785530279,5433911.204691565,6714826.166189081,8735686.97653511,14060631.402477548,24832089.40604274,0.0,66.00924832839134,2947.6358689562826,3796.0250833765276,4635.931744585694,34617.48218159332,307251.38691860624,281210.01467403315,648912.0229393333,1170365.5248072888,1389967.1207442333,1826601.5902163982,3231315.633739696,5950294.421542037,881548.6275066226,1868643.9410041613,3496611.722753993,4371141.872344317,5674583.115568328,8911224.134058502,15487406.439077988,192505.5386869541,406246.4173090026,763150.653843117,948474.8777704281,1228403.9210239288,1881384.9839522324,3085047.9899585806,208.91685455257308,714.395029453671,835.6674182102923,1446.270246726192,1462.4179818680116,2089.1685455257293,2089.1685455257293
PRY,Paraguay,UMC,30881166852.0,110862.29920477478,45076161324.79436,11106441.801991405,14383814.398890235,19345726.775552984,22158279.350253973,26465544.950907413,36994575.23267259,60506228.78236064,0.0,1.05601889594354,2.005667891582352,2.992156664502978,3.405691674196534,2091.151990473408,7438.789277395473,8355429.8045584215,11024325.887465972,15058974.542880882,17381395.797901038,20910779.05536397,29337157.934796833,48302737.12729477,2751011.997432983,3359487.4554053657,4286750.22700421,4776880.56019627,5554762.489851766,7655326.145885285,12196052.865788477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSE,Palestina,LMC,14498100000.0,18855.730981879224,8379905945.07428,703.6668333106361,1489.5847209241315,3463.440184986088,4166.032925523935,5249.0106013272225,9848.137195783196,35227.25270059754,693.8079418143834,1457.3598195704321,3416.169605058264,4095.4669225201933,5143.266305990874,9685.943062591763,34929.10183098865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.858891496252664,32.22490135369931,47.27057992782352,70.56600300374166,105.74429533634867,162.194133191434,298.15086960889005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYF,French Polynesia,HIC,3447543138.0,2128.0912627068774,1898556001.3811796,568.1946020370283,2004.0776534567744,2272.778408148113,3966.412785041731,3977.3622142591958,5681.946020370281,5681.946020370281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.1946020370283,2004.0776534567744,2272.778408148113,3966.412785041731,3977.3622142591958,5681.946020370281,5681.946020370281
QAT,Qatar,HIC,206000000000.0,14856.07613917782,16154413884.07784,41643.14475475563,90048.99267330511,167751.11045147365,207492.85957349485,268857.3733583356,411841.5035016547,691310.6742352181,0.0,0.0,0.0,0.0,0.0,1561.6355821419952,10681.780821574128,18603.49145752206,42652.221155252555,78567.15750154742,94101.40260847635,122775.41143131559,192892.6166919041,325103.48796053504,9352.026013129804,23440.621016392794,42618.67481253629,49831.32895727271,66285.08239244194,107615.0674494797,186108.77970851565,13687.627284103768,23956.150501659766,46565.278137389956,63560.1280077458,79796.87953457804,109772.18377812892,169416.62574459324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REU,Reunion,UMC,21300000000.0,7566.054159129389,2183125252.3670754,20816.811972355903,41187.523579332876,75665.29641868696,95973.6879336189,281403.67366929847,589609.1623998764,1183195.280078865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20816.811972355903,41187.523579332876,75665.29641868696,95973.6879336189,281403.67366929847,589609.1623998764,1183195.280078865
ROU,Romania,UMC,214000000000.0,263164.3951546643,967355514662.0076,14163497.05332777,22863359.720193785,48510401.17487881,67167840.84299254,85687224.43653588,116424578.11247392,193069698.36066133,3131677.015575346,5011373.337052733,8915455.613619959,10776242.877198543,11881648.628141059,19195253.35802018,34670975.92079485,3607210.8338766266,5772258.0336593585,12856308.616199715,18269746.80320806,23842246.084281556,30958811.39879634,49753596.242065065,7398469.091065501,12040672.188359406,26656674.90909122,38007650.54288429,49822334.042181134,66089266.79957647,108384297.9228086,26140.11281029762,39056.16112228688,81962.03596792111,114200.619701654,140995.6819321307,181246.55608091978,260828.27499283646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,Russia,UMC,2300000000000.0,2528660.7396912863,33270628718378.16,58131375.2355816,116540154.82312642,216820846.3812581,279834190.2022709,359134792.27403474,541706272.7890267,909256636.9673443,4852766.680095781,9469093.15171316,15282432.557997555,18414895.530160956,22002839.607034255,36112822.14173655,62925505.07966608,26626433.18242064,56803888.05006967,105114421.47115105,134163305.4810745,174883763.38426214,268212058.7265473,461686199.99248874,25564231.38365378,48286911.45557618,92659381.82643463,122110919.66459866,155821441.56580538,228263842.81942007,370540134.3328252,1052425.9975797522,1853570.6363546376,3613663.8111702898,4896141.155992552,6162541.662398912,8729434.010145789,13631287.681674466,35517.99183164409,126691.52941277511,150946.7145045805,248928.37044421796,264206.05453400465,388115.09117703396,473509.88068982953
RWA,Rwanda,LIC,9136689514.0,23846.70534845728,5371801746.749547,759018.7118197335,1103117.0008211604,1346761.9148719665,1436309.7456649006,1747323.7548849059,2785696.529712848,4594865.145894476,11823.110504822473,34265.9966505365,51195.770297383,59223.94072965955,79086.51712987042,153940.23018043293,257644.49621315,219608.2057992642,317003.4076007089,385287.0861425089,407842.6706873058,494926.69722824334,782393.6321189767,1291263.4064863143,527587.3955156468,751847.5965699151,910279.0584320746,969243.1342479351,1173310.5405267922,1849362.6674134384,3045957.243195012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,Saudi Arabia,HIC,756000000000.0,248009.85354808948,1895387495735.5894,1710438.831108814,4277854.745843839,7719301.954637989,9178275.003971377,12269669.51849534,19898052.70908959,34698148.307197385,100349.99568893264,257635.42377428678,386196.65755521227,471256.44104986056,614002.5355561821,1074288.8992294725,1956045.3742510795,1141554.964648134,2827312.2707587327,5161250.6233203225,6107309.776803415,8146923.706152741,13146924.837709587,22808489.512847863,337580.21882220794,895241.197039715,1618373.4744894335,1890188.5176432666,2563787.1492073536,4235256.082149525,7480395.511880473,130953.65194953923,297665.8542711045,553481.1992730211,709520.2684748344,944956.1275790634,1441582.8900010039,2453217.908217971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,Sudan,LMC,117000000000.0,137356.2082326119,890090865674.051,30712348.296195444,52987097.04071929,72896247.94516696,83850512.37788205,106801610.23052904,172312528.5499692,292472886.7858445,3180.1218078297193,8482.522647791107,13371.430041460888,15336.931197333171,20072.626157680526,39376.58129707476,73011.17220189072,29958454.778614927,51735381.83038493,71251604.27918443,82020038.91301902,104482648.77715608,168523434.86498883,286009334.609215,651227.9688936411,867077.6240218616,1060593.248537405,1179715.5879178832,1415781.7591485518,2052658.8472536183,3255106.373614946,99485.4268790472,376155.0636647116,570678.9874036622,635420.9457478162,883107.0680667234,1697058.2564296802,3135434.630812655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,Senegal,LIC,16374743753.0,69995.6827833926,267794247408.08014,4453615.660382549,6948646.15935982,9542206.050514583,11277905.052558275,14190121.271782147,21904333.4021789,37189368.012812614,0.0,0.0,0.0,0.0,0.0,490.51947254737354,2488.045008698697,3266203.8602192434,5111175.981289192,7118555.2641647905,8548838.024759356,10798205.608413192,16587141.388305686,28298069.8863212,915349.355484078,1247205.0796797648,1579674.4451999557,1774415.0378044469,2135586.479010901,3124843.935293362,5024734.82362045,272062.4446792279,590265.0983908636,843976.3411498358,954651.9899944713,1256329.184358055,2191857.5591073046,3864075.2578622676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,Singapore,HIC,324000000000.0,11675.445234143202,35635028156.30874,299668.7595325613,674378.8787166771,1248577.4999077928,1507144.9226273636,1964927.5240218297,3159281.577339721,5412760.728066146,0.0,0.0,0.0,0.0,0.0,0.0,54850.337146783895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299668.7595325613,674378.8787166771,1248577.4999077928,1507144.9226273636,1964927.5240218297,3077938.4255516096,5150477.495390563,0.0,0.0,0.0,0.0,0.0,81343.15178811138,207432.89552879895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGS,South Georgia and the South Sandwich Islands,HIC,0.0,2.0804068576848507,8489040.511070121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJM,Svalbard and Jan Mayen,HIC,0.0,171.85756548952241,357248674.2707044,2328.4707576861915,3259.906503498119,6641.508235535199,9746.543506011356,11645.398530005381,14314.641873141083,19578.537461799886,0.0,0.0,0.9744912922071649,1.3306959168472472,2.8139330984621704,84.70962388291338,173.80278620204288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.4707576861915,3259.906503498119,6640.533744242992,9745.212810094508,11642.58459690692,14229.93224925817,19404.734675597843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLB,Solomon Islands,LMC,1303453616.0,5732.809636303448,967172393.8733068,1296723.3616071867,1408790.5963783464,1585836.535430805,1627077.7881991947,1784436.8657492953,2090932.6155753427,2656878.9332714127,194121.8325553397,269948.6259453721,417211.76837834454,452228.4948351442,576269.7073391043,778580.851212438,1160417.6303832203,96176.12980949247,100079.975939272,103378.02764797138,103880.6698028351,107608.6183427613,119092.44669268385,139750.62255914547,919585.1428600063,949173.6252008943,974170.6003628478,977980.2839488682,1006235.5829218262,1093275.1436630844,1249849.9807595138,86227.39855490619,87526.87910326739,88624.70773187326,88792.02316422322,90032.95235350948,93855.59573271613,100732.12129511264,612.8578274420491,2061.490189540771,2451.4313097681966,4196.316448123807,4290.004792094345,6128.578274420492,6128.578274420492
SLE,Sierra Leone,LIC,5015157816.0,36131.33164659639,12573443628.480595,6227096.555175853,7856096.725184134,9141642.655080058,9871436.170100993,11632642.591048539,16562782.776184421,26266556.050271753,0.0,0.0,0.0,0.0,0.0,381.6313156627501,1828.0784873225919,1404301.21472354,1803738.8484087023,2119514.235570612,2293648.1213841545,2724773.1998951104,3938207.8518428067,6552631.566974751,4788942.281325994,6011823.337837177,6975778.431514565,7525927.229147852,8846583.861321945,12518956.678188846,19526068.342384074,33853.059126318774,40534.53893825487,46349.98799488158,51860.819568985215,61285.52983148331,105236.6148371072,186028.06242560505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLV,El Salvador,LMC,24805439600.0,34947.48019054356,44654734105.136765,7165540.692870995,11290299.684072778,16480540.723193333,19179250.982331872,23265125.91260358,35350712.43208626,58674193.389897145,1784972.4725669606,3807240.061531497,5921505.9625143185,7115216.556535955,8858310.41584252,14526032.026887512,24344225.998219673,683505.1208420729,914845.0894378615,1246989.9085638644,1402194.4075888759,1643480.2166054493,2359453.7989989305,3842692.9508827045,4541636.743060984,6342523.960063273,8944635.598071111,10172713.777270216,12102025.410626132,17543099.909956053,28894625.380916715,153954.9703184096,220710.32688776377,361523.70971376175,479000.0710649631,651010.166951495,907412.8354180721,1577935.1990523697,1471.386082568639,4980.246152381824,5885.544330274556,10126.169871860724,10299.702577980472,14713.860825686394,14713.860825686394
SMR,San Marino,HIC,2752307016.0,939.019019326164,699631265.2326385,1232.476919928453,1990.897746385356,3997.115196418024,5553.944213109267,6801.972652303796,9476.883631225017,14551.622006156298,0.0,36.48093078744985,130.9978725125085,177.11370078494446,238.30718082971296,863.1509603381468,1956.362156027513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1232.476919928453,1954.4168155979062,3866.1173239055156,5376.830512324323,6563.6654714740835,8613.73267088687,12595.259850128785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOM,Somalia,LIC,7368560695.0,61148.29456459618,18298947139.584427,7079760.942732112,12514608.824064484,16775970.67615572,19044136.324287772,24635215.22888053,40721861.67195659,70826220.71640253,84736.18547566194,215534.0657213357,332439.63974288624,385338.23434817215,486242.37277662253,865075.030763484,1407874.232550469,6644024.174808823,11853807.127685357,15918326.264631737,18082415.159416832,23466926.78655592,38895654.84182496,67920303.19464447,291808.9757374335,383428.2309807584,458280.7584581731,505426.5288697748,607462.3189997375,878939.2409891364,1401693.8067516694,59191.60671019286,61839.39967703451,66924.01332292397,70956.40165299436,74583.75054824738,82192.558379006,96349.4824559199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPM,Saint Pierre and Miquelon,HIC,261000000.0,162.11774377203977,74159105.91761203,7756.345199027646,11397.003914618575,22415.619919853776,33186.6155352736,39296.7684151978,48401.358699729215,65065.41200861335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.80115466680806,309.1216165335313,629.6921818275637,924.0937213833075,1104.0057733340402,1349.340389630494,1840.0096222234006,7278.022834331059,10189.231968063483,20755.842897907096,30459.873343681844,36390.1141716553,44476.806209800925,60650.190286092155,257.5212100297793,898.6503300215611,1030.0848401191172,1802.648470208455,1802.648470208455,2575.212100297793,2575.212100297793
SRB,Serbia,UMC,49259526053.0,88809.3200352451,265550187767.11234,11868881.220682424,18620497.855443537,37140151.31603732,50458209.91841681,61824834.61789547,84725644.3348619,140142431.252586,3899321.920028699,6189077.439269801,10865356.058403034,13103990.916307777,14399817.999071963,23054482.882915415,41728628.6722646,5481000.567774625,8563070.504155872,17868654.472805154,25381598.657067504,32128471.748235893,41857337.53365669,67126969.4424584,2488558.7328791,3868349.9120178614,8406140.78482913,11972620.345041528,15296544.870587613,19813823.918289796,31286833.137863025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSD,South Sudan,LIC,17273335564.0,50136.991332327976,20479907421.29995,28329357.115952488,35400143.1706581,40558347.22698609,42284319.5544684,48651839.59018573,69413857.27856405,105785075.09885974,433876.43225498823,882739.7744471707,1398320.4420816523,1590733.2632578632,2037389.8212838143,3317580.9301096383,5269985.690182,26872804.223707803,33300336.721309662,37806673.32481068,39295214.34102671,45042267.58657576,63952194.338829964,97360624.04692891,1022676.4599896957,1217066.6749012633,1353353.4600937557,1398371.9501838298,1572182.1823261527,2144082.009624451,3154465.3617488313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
